focus_area,provider,url,title,source,published,relevance,date_added
agent_infrastructure,anthropic,https://github.blog/open-source/maintainers/mcp-joins-the-linux-foundation-what-this-means-for-developers-building-the-next-era-of-ai-tools-and-agents/,MCP joins the Linux Foundation: What this means for developers,GitHub Blog,December 2025,"Deep technical dive on MCP's journey, OAuth support for remote servers, and enterprise adoption patterns.",2025-12-24
agent_infrastructure,anthropic,https://google.github.io/adk-docs/,Agent Development Kit (ADK) Documentation,Google,recent,"Google's model-agnostic, open-source framework for building multi-agent systems with workflow agents and MCP integration.",2025-12-24
agent_infrastructure,anthropic,https://developers.googleblog.com/en/agent-development-kit-easy-to-build-multi-agent-applications/,Agent Development Kit: Making it easy to build multi-agent applications,Google Developers Blog,April 2025,"Official ADK launch announcement with multi-agent design, rich tool ecosystem, and Vertex AI integration.",2025-12-24
agent_infrastructure,anthropic,https://github.com/google/adk-python,Google ADK Python - Open-source AI agent toolkit,GitHub,recent,"ADK v0.3.0 with code execution sandbox, tool confirmation HITL, and A2A protocol integration.",2025-12-24
agent_infrastructure,anthropic,https://blog.langchain.com/standard-message-content/,Standard message content,LangChain Blog,September 2025,"New standardized content blocks for reasoning, citations, web searches across all LLM providers.",2025-12-24
agent_infrastructure,anthropic,https://github.com/langchain-ai/langchain/releases,LangChain Releases,GitHub,recent,"Latest releases including langchain-core 1.2.4, GPT-5 support, and enhanced init_chat_model validation.",2025-12-24
agent_infrastructure,anthropic,https://www.llamaindex.ai/blog/announcing-workflows-1-0-a-lightweight-framework-for-agentic-systems,Announcing Workflows 1.0: A Lightweight Framework for Agentic systems,LlamaIndex Blog,recent,LlamaIndex Workflows 1.0 standalone release with event-driven orchestration for multi-agent systems.,2025-12-24
agent_infrastructure,anthropic,https://www.llamaindex.ai/blog/introducing-agentworkflow-a-powerful-system-for-building-ai-agent-systems,Introducing AgentWorkflow: A Powerful System for Building AI Agent Systems,LlamaIndex Blog,recent,New AgentWorkflow abstraction for orchestrating multi-agent teams with state management and tool coordination.,2025-12-24
agent_infrastructure,anthropic,https://github.com/pydantic/pydantic-ai,PydanticAI - GenAI Agent Framework,GitHub,recent,"Type-safe agent framework with MCP, A2A, durable execution, and graph support from the Pydantic team.",2025-12-24
agent_infrastructure,anthropic,https://ai.pydantic.dev/,Pydantic AI Documentation,Pydantic,recent,"Comprehensive docs for the FastAPI-inspired agent framework with human-in-the-loop, streaming outputs, and model-agnostic design.",2025-12-24
agent_infrastructure,anthropic,https://github.com/crewAIInc/crewAI,CrewAI - Multi-Agent Orchestration Framework,GitHub,recent,"Standalone high-performance framework with Crews and Flows architecture, 5.76x faster than LangGraph in benchmarks.",2025-12-24
agent_infrastructure,anthropic,https://github.com/block/goose,goose - Open source AI agent framework by Block,GitHub,recent,"Block's extensible AI agent with MCP integration, donated to AAIF - works with any LLM and runs locally.",2025-12-24
agent_infrastructure,anthropic,https://block.xyz/inside/block-open-source-introduces-codename-goose,Block Open Source Introduces 'codename goose',Block,January 2025,Original launch announcement of goose with MCP collaboration with Anthropic for real-world agent actions.,2025-12-24
agent_infrastructure,anthropic,https://github.com/lastmile-ai/mcp-agent,mcp-agent: Build effective agents using MCP,GitHub,recent,Framework implementing all Anthropic Building Effective Agents patterns with Temporal backend for durable workflows.,2025-12-24
agent_infrastructure,anthropic,https://github.com/punkpeye/awesome-mcp-servers,Awesome MCP Servers,GitHub,recent,Comprehensive curated list of MCP server implementations across platforms - essential resource for tool discovery.,2025-12-24
agent_infrastructure,anthropic,https://clickhouse.com/blog/how-to-build-ai-agents-mcp-12-frameworks,How to build AI agents with MCP: 12 framework comparison,ClickHouse Blog,October 2025,"Detailed comparison of 12 agent frameworks with MCP including code examples for Claude SDK, OpenAI, LangChain.",2025-12-24
agent_infrastructure,anthropic,https://arxiv.org/abs/2502.12110,A-MEM: Agentic Memory for LLM Agents,arXiv,February 2025,Novel agentic memory system using Zettelkasten principles for dynamic knowledge organization in agents.,2025-12-24
agent_infrastructure,anthropic,https://github.com/agiresearch/A-mem,A-MEM: Agentic Memory Implementation,GitHub,recent,Open-source implementation of agentic memory with ChromaDB and intelligent indexing for LLM agents.,2025-12-24
agent_infrastructure,anthropic,https://simonw.substack.com/p/i-think-agent-may-finally-have-a,I think 'agent' may finally have a widely enough agreed upon definition to be useful jargon now,Simon Willison Newsletter,September 2025,Influential analysis crystallizing agent definition: 'An LLM agent runs tools in a loop to achieve a goal.',2025-12-24
agent_infrastructure,anthropic,https://simonw.substack.com/p/the-lethal-trifecta-for-ai-agents,The lethal trifecta for AI agents,Simon Willison Newsletter,June 2025,"Critical security analysis of prompt injection risks when agents combine private data, untrusted content, and exfiltration.",2025-12-24
retrieval_and_embeddings,openai,https://milvus.io/docs/zh/v2.5.x/release_notes.md,"Milvus v2.5.x Release Notes (v2.5.24 released Dec 23, 2025)",Milvus documentation,2025-12-23,Fresh vector database release notes (incl. security/stability work and BM25/hybrid-search-related improvements) for teams running Milvus in production.,2025-12-24
retrieval_and_embeddings,openai,https://github.com/milvus-io/milvus/releases,Releases · milvus-io/milvus,GitHub,2025-12-04 (latest shown: v2.6.7),"Canonical tags/releases for Milvus (useful for tracking new vector-search features, perf fixes, and upgrade cadence).",2025-12-24
retrieval_and_embeddings,openai,https://americas.kioxia.com/en-us/business/news/2025/ssd-20251216-1.html,KIOXIA AiSAQ Technology Integrated into Milvus Vector Database,KIOXIA (Press release),2025-12-16,ANN/search-acceleration software integration into Milvus (impacting vector index scalability and DRAM footprint).,2025-12-24
retrieval_and_embeddings,openai,https://qdrant.tech/blog/2025-recap/,Qdrant 2025 Recap: Powering the Agentic Era,Qdrant blog,2025-12-17,"End-of-year roundup of Qdrant’s retrieval features (hybrid, reranking, quantization, multitenancy) and direction for agentic workloads.",2025-12-24
retrieval_and_embeddings,openai,https://qdrant.tech/blog/qdrant-1.16.x/,Qdrant 1.16 - Tiered Multitenancy & Disk-Efficient Vector Search,Qdrant blog,2025-11-19,"Major Qdrant release writeup covering filtered-search quality (ACORN), disk-efficient HNSW, and operational changes relevant to RAG infra.",2025-12-24
retrieval_and_embeddings,openai,https://github.com/qdrant/qdrant/releases/tag/v1.16.0,Release v1.16.0 · qdrant/qdrant,GitHub,2025-11-17,"Detailed changelog for Qdrant 1.16 (ACORN-1, inline storage, RRF tuning, quantization/SIMD improvements) useful for implementers.",2025-12-24
retrieval_and_embeddings,openai,https://weaviate.io/blog/weaviate-1-34-release,Weaviate 1.34 Release,Weaviate blog,2025-11-11,Weaviate release with flat index + rotational quantization preview and new production-focused retrieval/ops improvements.,2025-12-24
retrieval_and_embeddings,openai,https://weaviate.io/blog/weaviate-1-33-release,Weaviate 1.33 Release,Weaviate blog,2025-10-02,Compression-by-default and new quantization options; important for cost/latency tradeoffs in vector + hybrid retrieval.,2025-12-24
retrieval_and_embeddings,openai,https://weaviate.io/blog/weaviate-1-32-release,Weaviate 1.32 Release,Weaviate blog,2025-07-22,Introduces rotational quantization and HNSW memory optimizations—core for scaling embeddings and hybrid search economically.,2025-12-24
retrieval_and_embeddings,openai,https://weaviate.io/blog/muvera,More efficient multi-vector embeddings with MUVERA,Weaviate blog,2025-06-05,Deep dive on MUVERA encoding to compress ColBERT/ColPali-style multi-vector embeddings into fixed-size vectors for cheaper retrieval.,2025-12-24
retrieval_and_embeddings,openai,https://weaviate.io/blog/weaviate-1-31-release,Weaviate 1.31 Release,Weaviate blog,2025-06-03,"Release post covering MUVERA support plus model integrations (VoyageAI, Cohere, model2vec) relevant to embedding pipelines.",2025-12-24
retrieval_and_embeddings,openai,https://www.pinecone.io/community/events/getting-started-2025-12/,Getting started with Pinecone (December 2025),Pinecone community/events,2025-12-18,Recent Pinecone session explicitly covering hybrid search + rerankers and RAG build patterns (useful for up-to-date product capabilities).,2025-12-24
retrieval_and_embeddings,openai,https://www.mongodb.com/company/blog/product-release-announcements/rerank-2-5-and-rerank-2-5-lite-instruction-following-rerankers,rerank-2.5 and rerank-2.5-lite: Instruction-Following Rerankers,MongoDB blog,2025-09-09 (updated),"Practical reranker release info (instruction-following reranking, longer context, benchmark deltas) for RAG relevance pipelines.",2025-12-24
retrieval_and_embeddings,openai,https://www.mongodb.com/products/updates/public-preview-mongodb-community-edition-now-offers-native-full-text-and-vector-search/,Public Preview: MongoDB Community Edition Now Offers Native Full-Text and Vector Search,MongoDB product updates,2025-09-17,Native hybrid stack (FTS + vectors) in a mainstream DB—important for teams consolidating retrieval infra.,2025-12-24
retrieval_and_embeddings,openai,https://opensearch.org/announcements/opensearch-3-0-enhances-vector-database-performance/,"OpenSearch 3.0 Enhances Vector Database Performance, Search Infrastructure and Scalability",OpenSearch announcement,2025-05-06 (updated 2025-08-25),Vector+hybrid search infra update with performance claims and release details relevant to large-scale retrieval deployments.,2025-12-24
retrieval_and_embeddings,openai,https://www.oracle.com/database/ai-native-database-26ai/,"Oracle introduces its AI-native database, Oracle AI Database 26ai",Oracle product page,2025-10 (release update referenced),Enterprise database release emphasizing native vector search + hybrid AI features; relevant for embedding storage/search in legacy stacks.,2025-12-24
retrieval_and_embeddings,openai,https://blog.voyageai.com/2025/05/20/voyage-3-5/,voyage-3.5 and voyage-3.5-lite: improved quality for a new retrieval frontier,Voyage AI blog,2025-05-20,Embedding model release focused on retrieval quality vs cost (Matryoshka dims + quantization options) for vector DB efficiency.,2025-12-24
retrieval_and_embeddings,openai,https://docs.cohere.com/changelog/embed-multimodal-v4,Announcing Embed Multimodal v4,Cohere documentation (changelog),2025-04-15,"Cohere’s multimodal embedding model update (Matryoshka dims, long context) for text+image retrieval and RAG over PDFs.",2025-12-24
retrieval_and_embeddings,openai,https://docs.contextual.ai/release-notes/latest,2025 Release Updates (Contextual AI),Contextual AI docs,recent,"Tracks latest reranker/agent updates (e.g., filtering chunks by reranker score) that directly affect retrieval quality controls.",2025-12-24
retrieval_and_embeddings,openai,https://www.contextual.ai/blog/rerank-v2/,Open-Sourcing Reranker v2,Contextual AI blog,2025-08-27,Open-source instruction-following reranker family + eval datasets—high-signal update for reranking and RAG relevance.,2025-12-24
retrieval_and_embeddings,openai,https://www.contextual.ai/blog/introducing-instruction-following-reranker/,Introducing the world’s first instruction-following reranker,Contextual AI blog,2025-03-11,"Core concept post on instruction-steerable reranking, useful for hybrid retrieval policies and domain-specific ranking rules.",2025-12-24
retrieval_and_embeddings,openai,https://huggingface.co/vec-ai/lychee-rerank,Lychee Rerank,Hugging Face,recent,New open reranker (Qwen2.5-based) advertising long context (32k) and multilingual reranking—useful for modern RAG stacks.,2025-12-24
retrieval_and_embeddings,openai,https://huggingface.co/abdoelsayed/dear-8b-reranker-ce-v1,DeAR-8B-Reranker-CE-v1,Hugging Face,recent,Recent 8B pointwise reranker (Llama-3.1-based) with distillation—useful as an OSS reranker baseline.,2025-12-24
retrieval_and_embeddings,openai,https://huggingface.co/teslov/reranker,jina-reranker-v2-base-multilingual,Hugging Face,recent,Multilingual cross-encoder reranker model card + evaluation notes; relevant for cross-lingual retrieval/reranking.,2025-12-24
retrieval_and_embeddings,openai,https://arxiv.org/abs/2512.15922,Leveraging Spreading Activation for Improved Document Retrieval in Knowledge-Graph-Based RAG Systems,arXiv,2025-12-17,Very recent GraphRAG-style retrieval method using spreading activation over auto-constructed graphs to improve multi-hop evidence retrieval.,2025-12-24
retrieval_and_embeddings,openai,https://arxiv.org/abs/2512.09487,RouteRAG: Efficient Retrieval-Augmented Generation from Text and Graph via Reinforcement Learning,arXiv,2025-12-10,December 2025 hybrid text+graph RAG framework using RL to adaptively decide when/what to retrieve—relevant to agentic retrieval.,2025-12-24
retrieval_and_embeddings,openai,https://arxiv.org/abs/2512.12694,Hybrid Retrieval-Augmented Generation for Robust Multilingual Document Question Answering,arXiv,2025-12-14,Recent hybrid retrieval pipeline with query expansion + RRF fusion aimed at robustness on noisy/OCR’d multilingual corpora.,2025-12-24
retrieval_and_embeddings,openai,https://arxiv.org/abs/2511.19987,R²R: A Route-to-Rerank Post-Training Framework for Multi-Domain Decoder-Only Rerankers,arXiv,2025-11-25,New reranker post-training framework for multi-domain specialization (routing + abstraction) directly relevant to RAG reranking.,2025-12-24
retrieval_and_embeddings,openai,https://arxiv.org/abs/2511.16681,Towards Hyper-Efficient RAG Systems in VecDBs: Distributed Parallel Multi-Resolution Vector Search,arXiv,2025-11-12,Targets vector DB retrieval efficiency for RAG via multi-resolution indexing and query-adaptive control; includes FAISS/Qdrant integration claim.,2025-12-24
retrieval_and_embeddings,openai,https://arxiv.org/abs/2511.07025,Llama-Embed-Nemotron-8B: A Universal Text Embedding Model for Multilingual and Cross-Lingual Tasks,arXiv,2025-11-10,Open-weights embedding model focused on multilingual/cross-lingual retrieval with instruction-awareness—strong candidate embedder for RAG.,2025-12-24
retrieval_and_embeddings,anthropic,https://arxiv.org/abs/2412.15605,Don't Do RAG: When Cache-Augmented Generation is All You Need for Knowledge Tasks,arXiv,"December 20, 2024",Proposes Cache-Augmented Generation (CAG) as an alternative to RAG that eliminates retrieval latency by preloading documents into extended context windows.,2025-12-24
retrieval_and_embeddings,anthropic,https://www.microsoft.com/en-us/research/blog/moving-to-graphrag-1-0-streamlining-ergonomics-for-developers-and-users/,GraphRAG 1.0 includes major ergonomic and structural updates,Microsoft Research,"December 16, 2024","Microsoft officially releases GraphRAG 1.0 with simplified configuration, API layer improvements, and 80% disk space reduction for output files.",2025-12-24
retrieval_and_embeddings,anthropic,https://ragflow.io/blog/the-rise-and-evolution-of-rag-in-2024-a-year-in-review,The Rise and Evolution of RAG in 2024: A Year in Review,RAGFlow Blog,"December 24, 2024","Comprehensive 2024 retrospective covering GraphRAG, multimodal RAG, agentic RAG integration, and VLM advances.",2025-12-24
retrieval_and_embeddings,anthropic,https://www.llamaindex.ai/blog/rag-is-dead-long-live-agentic-retrieval,"RAG is dead, long live agentic retrieval",LlamaIndex Blog,recent,"LlamaIndex showcases advanced agentic retrieval techniques including composite retrievers, query routing, and multi-index orchestration.",2025-12-24
retrieval_and_embeddings,anthropic,https://venturebeat.com/data-infrastructure/aws-claims-90-vector-cost-savings-with-s3-vectors-ga-calls-it-complementary,AWS claims 90% vector cost savings with S3 Vectors GA,VentureBeat,December 2024,"AWS launches Amazon S3 Vectors in GA, enabling native vector storage and search in S3 with claimed 90% cost reduction versus dedicated vector DBs.",2025-12-24
retrieval_and_embeddings,anthropic,https://huggingface.co/blog/train-reranker,Training and Finetuning Reranker Models with Sentence Transformers v4,Hugging Face Blog,recent,Major Sentence Transformers v4 release enables training cross-encoder rerankers with new loss functions and evaluation methods.,2025-12-24
retrieval_and_embeddings,anthropic,https://jina.ai/news/jina-reranker-v2-for-agentic-rag-ultra-fast-multilingual-function-calling-and-code-search/,"Jina Reranker v2 for Agentic RAG: Ultra-Fast, Multilingual, Function-Calling & Code Search",Jina AI,July 2024,Jina Reranker v2 achieves 6x throughput improvement with 100+ language support and function-calling capabilities for agentic RAG.,2025-12-24
retrieval_and_embeddings,anthropic,https://arxiv.org/abs/2408.16672,Jina-ColBERT-v2: A General-Purpose Multilingual Late Interaction Retriever,arXiv,September 2024,"New multilingual ColBERT variant with 89 language support, Matryoshka embeddings, and 8192 token context for late interaction retrieval.",2025-12-24
retrieval_and_embeddings,anthropic,https://weaviate.io/blog/late-interaction-overview,"An Overview of Late Interaction Retrieval Models: ColBERT, ColPali, and ColQwen",Weaviate Blog,April 2025,Comprehensive overview of late interaction models including ColPali and ColQwen for multimodal document retrieval without OCR.,2025-12-24
retrieval_and_embeddings,anthropic,https://www.businesswire.com/news/home/20251119343840/en/Qdrant-Introduces-Tiered-Multitenancy-to-Eliminate-Noisy-Neighbor-Problems-in-Vector-Search,Qdrant Introduces Tiered Multitenancy in v1.16,Business Wire,November 2024,"Qdrant v1.16 adds tiered multitenancy, ACORN search algorithm for filtered search, and HNSW index storage improvements.",2025-12-24
retrieval_and_embeddings,anthropic,https://thenewstack.io/vector-search-is-reaching-its-limit-heres-what-comes-next/,Vector Search Is Reaching Its Limit. Here's What Comes Next,The New Stack,August 2025,Analysis of vector database limitations and emerging tensor-based retrieval approaches for next-generation RAG.,2025-12-24
retrieval_and_embeddings,anthropic,https://stackoverflow.blog/2024/12/27/breaking-up-is-hard-to-do-chunking-in-rag-applications/,Breaking up is hard to do: Chunking in RAG applications,Stack Overflow Blog,December 2024,"Practical guide to chunking strategies including adaptive chunking, sliding windows, and metadata-based filtering.",2025-12-24
retrieval_and_embeddings,anthropic,https://arxiv.org/abs/2402.03216,"BGE M3-Embedding: Multi-Lingual, Multi-Functionality, Multi-Granularity Text Embeddings",arXiv,February 2024,"BAAI releases BGE-M3 supporting 100+ languages, dense/sparse/multi-vector retrieval, and 8192 token inputs in single unified model.",2025-12-24
retrieval_and_embeddings,anthropic,https://github.com/FlagOpen/FlagEmbedding,FlagEmbedding: Retrieval and Retrieval-augmented LLMs,GitHub,recent,"Active repository with BGE-VL multimodal embeddings, bge-reranker-v2.5-gemma2-lightweight, and multilingual gemma2 embeddings.",2025-12-24
retrieval_and_embeddings,anthropic,https://modal.com/blog/mteb-leaderboard-article,Top embedding models on the MTEB leaderboard,Modal Blog,2025,Analysis of top MTEB performers including Qwen3-Embedding-8B and NVIDIA NV-Retriever-v2 with practical deployment guidance.,2025-12-24
retrieval_and_embeddings,anthropic,https://www.zenml.io/blog/best-embedding-models-for-rag,9 Best Embedding Models for RAG to Try This Year,ZenML Blog,recent,"Comparison of Voyage-3.5, ModernBERT-Embed, Gemini Embedding, and OpenAI text-embedding-3-large for production RAG.",2025-12-24
retrieval_and_embeddings,anthropic,https://github.com/microsoft/graphrag/releases,GraphRAG Releases - v2.3.0,GitHub,recent,"Latest GraphRAG releases with dynamic community selection, drift search improvements, and updated fnllm integration.",2025-12-24
retrieval_and_embeddings,anthropic,https://www.llamaindex.ai/blog/llamaindex-newsletter-2024-11-19,LlamaIndex Newsletter 2024-11-19,LlamaIndex Blog,November 2024,Features dynamic section retrieval technique and ColPali integration for multimodal RAG with Cohere embeddings.,2025-12-24
retrieval_and_embeddings,anthropic,https://www.elastic.co/what-is/hybrid-search,A Comprehensive Hybrid Search Guide,Elastic,recent,Detailed guide on RRF and linear combination methods for hybrid lexical-semantic search implementation.,2025-12-24
retrieval_and_embeddings,anthropic,https://supabase.com/docs/guides/ai/hybrid-search,Hybrid search with pgvector and tsvector,Supabase Docs,December 2024,Tutorial implementing hybrid search in Postgres using pgvector for semantic and tsvector for keyword search with RRF.,2025-12-24
retrieval_and_embeddings,anthropic,https://community.databricks.com/t5/technical-blog/the-ultimate-guide-to-chunking-strategies-for-rag-applications/ba-p/113089,The Ultimate Guide to Chunking Strategies for RAG Applications with Databricks,Databricks Community,April 2025,"Comprehensive chunking guide covering fixed-size, semantic, recursive, and AI-driven chunking with Databricks examples.",2025-12-24
retrieval_and_embeddings,anthropic,https://www.analyticsvidhya.com/blog/2024/10/chunking-techniques-to-build-exceptional-rag-systems/,15 Chunking Techniques to Build Exceptional RAGs Systems,Analytics Vidhya,October 2024,"Covers hierarchical, sliding window, modality-specific chunking and table-aware strategies for complex documents.",2025-12-24
retrieval_and_embeddings,anthropic,https://learn.microsoft.com/en-us/azure/search/retrieval-augmented-generation-overview,Retrieval Augmented Generation (RAG) in Azure AI Search,Microsoft Learn,recent,Microsoft introduces agentic retrieval in Azure AI Search with LLM-assisted query planning and multi-source access.,2025-12-24
retrieval_and_embeddings,anthropic,https://venturebeat.com/ai/beyond-rag-how-cache-augmented-generation-reduces-latency-complexity-for-smaller-workloads,"Beyond RAG: How cache-augmented generation reduces latency, complexity for smaller workloads",VentureBeat,August 2025,Detailed analysis showing CAG outperforms RAG on SQuAD and HotPotQA when knowledge base fits in context window.,2025-12-24
retrieval_and_embeddings,anthropic,https://pinecone.io/learn/series/rag/rerankers/,Rerankers and Two-Stage Retrieval,Pinecone Learn,recent,"Explains cross-encoder rerankers, latency tradeoffs, and two-stage retrieval implementation with code examples.",2025-12-24
retrieval_and_embeddings,anthropic,https://www.analyticsvidhya.com/blog/2025/06/top-rerankers-for-rag/,Top 7 Rerankers for RAG,Analytics Vidhya,June 2025,"Comparison of Cohere, Voyage, Jina, and BGE rerankers with performance benchmarks and cost analysis.",2025-12-24
retrieval_and_embeddings,anthropic,https://www.elastic.co/search-labs/blog/elastic-semantic-reranker-part-3,Semantic Reranker: Selecting optimal reranking depth for models,Elastic Search Labs,September 2025,Quantitative analysis of reranking depth impact on BEIR benchmarks with Elastic Rerank model.,2025-12-24
retrieval_and_embeddings,anthropic,https://www.llamaindex.ai/blog/the-year-in-llamaindex-2024,The Year in LlamaIndex: 2024,LlamaIndex Blog,December 2024,"LlamaIndex 2024 retrospective covering LlamaCloud, LlamaParse, Property Graph Index, and create-llama milestones.",2025-12-24
retrieval_and_embeddings,anthropic,https://signalhub.substack.com/p/cursors-new-acquisition-means-a-lot,"Cursor's new Acquisition Means a lot, a New Vector Database Joins the 10×ARR Club",SignalHub Substack,December 2024,Reports on emerging vector database startup reaching tens of millions in ARR with customers including Anthropic and Cursor.,2025-12-24
multimodal_and_generation,openai,https://openai.com/index/new-chatgpt-images-is-here/,The new ChatGPT Images is here (GPT Image 1.5),OpenAI blog,2025-12-16,New flagship image generation/editing model (GPT Image 1.5) with faster generation and improved instruction-following—useful for multimodal content generation workflows.,2025-12-24
multimodal_and_generation,openai,https://blog.google/products/gemini/gemini-3-flash/,Gemini 3 Flash: frontier intelligence built for speed,Google Blog,2025-12-17,"Release details for Gemini 3 Flash (benchmarks, pricing, availability) emphasizing fast multimodal reasoning for production apps and agentic workflows.",2025-12-24
multimodal_and_generation,openai,https://blog.google/products/search/google-ai-mode-update-gemini-3-flash,Gemini 3 Flash is rolling out globally in Google Search,Google Blog (Search),2025-12-17,Describes Gemini 3 Flash rollout in Search AI Mode and expanded access to Gemini 3 Pro and Nano Banana Pro image generation/editing—relevant for multimodal UX patterns.,2025-12-24
multimodal_and_generation,openai,https://deepmind.google/models/model-cards/,"Model cards (Gemini family, incl. Gemini 3 Pro/Flash)",Google DeepMind,2025-12-17 (updated),Central index of DeepMind Gemini model cards (incl. Gemini 3 Flash/Pro/Pro Image) for evaluation details and safety/usage notes.,2025-12-24
multimodal_and_generation,openai,https://docs.mistral.ai/models/mistral-large-3-25-12,Mistral Large 3 (v25.12),Mistral Docs,2025-12-02,Official specs for Mistral’s open-weight multimodal MoE model with long context and features like OCR and structured outputs—key for document QA and multimodal RAG.,2025-12-24
multimodal_and_generation,openai,https://docs.mistral.ai/models/ocr-3-25-12,OCR 3 (v25.12),Mistral Docs,2025-12-15,"Mistral’s OCR service powering Document AI stacks (interleaved text+images, annotations, bbox extraction) for robust PDF/document parsing pipelines.",2025-12-24
multimodal_and_generation,openai,https://docs.mistral.ai/models/ministral-3-8b-25-12,Ministral 3 8B (v25.12),Mistral Docs,2025-12-02,Edge-friendly multimodal model (vision + long context) positioned for local deployments that still need document/image understanding and structured extraction.,2025-12-24
multimodal_and_generation,openai,https://docs.anthropic.com/pt/docs/build-with-claude/pdf-support,PDF support,Anthropic Docs,recent,"Official guide to Claude PDF input (limits, supported models, URL/base64/file_id options) enabling visual+text understanding of PDFs including charts/tables.",2025-12-24
multimodal_and_generation,openai,https://arxiv.org/abs/2512.17221,DAVE: A VLM Vision Encoder for Document Understanding and Web Agents,arXiv,2025-12-19,New vision encoder tailored for document/web UI structure and spatial features—important for doc understanding and web-agent perception stacks.,2025-12-24
multimodal_and_generation,openai,https://arxiv.org/abs/2511.11552,DocLens: A Tool-Augmented Multi-Agent Framework for Long Visual Document Understanding,arXiv,2025-11-14,Multi-agent “zoom-in” approach for evidence localization in long documents; targets hallucination reduction and cross-page reasoning.,2025-12-24
multimodal_and_generation,openai,https://arxiv.org/abs/2511.11313,DocSLM: A Small Vision-Language Model for Long Multimodal Document Understanding,arXiv,2025-11-14,Memory/latency-efficient VLM for long documents using hierarchical compression and streaming abstention—relevant for deployment-constrained doc AI.,2025-12-24
multimodal_and_generation,openai,https://arxiv.org/abs/2511.12003,Look As You Think: Unifying Reasoning and Visual Evidence Attribution for Verifiable Document RAG via Reinforcement Learning,arXiv,2025-11-15,Introduces Chain-of-Evidence reasoning with page+box citations trained via RL—directly applicable to verifiable multimodal RAG over PDFs.,2025-12-24
multimodal_and_generation,openai,https://arxiv.org/abs/2512.00305,ChartPoint: Guiding MLLMs with Grounding Reflection for Chart Reasoning,arXiv,2025-11-29,Chart reasoning method + dataset (ChartPoint-SFT) using bbox grounding/reflection to reduce numerical hallucinations in chart QA/summarization.,2025-12-24
multimodal_and_generation,openai,https://arxiv.org/abs/2503.11576,SmolDocling: An ultra-compact vision-language model for end-to-end multi-modal document conversion,arXiv,2025-03-14,Compact VLM that outputs structured DocTags for full-page document conversion (tables/charts/equations) enabling cleaner downstream RAG ingestion.,2025-12-24
multimodal_and_generation,openai,https://huggingface.co/ds4sd/SmolDocling-256M-preview,SmolDocling-256M-preview,Hugging Face,recent,Practical release of SmolDocling weights and datasets; a ready-to-run VLM for document conversion with layout and bbox-aware outputs.,2025-12-24
multimodal_and_generation,openai,https://www.ibm.com/new/announcements/granite-docling-end-to-end-document-conversion,IBM Granite-Docling: End-to-end document conversion,IBM announcements,recent,"Product-ready successor to SmolDocling focused on stable, faithful structured document conversion for downstream RAG and enterprise workflows.",2025-12-24
multimodal_and_generation,openai,https://research.ibm.com/publications/docling-an-efficient-open-source-toolkit-for-ai-driven-document-conversion,Docling: An Efficient Open-Source Toolkit for AI-driven Document Conversion (AAAI 2025),IBM Research,2025-02-25,Canonical reference for Docling’s modular document conversion pipeline and structured representations; useful baseline for PDF parsing stacks.,2025-12-24
multimodal_and_generation,openai,https://github.com/IBM/docling-graph,IBM/docling-graph,GitHub,recent,Converts documents into validated Pydantic objects and directed knowledge graphs—useful for structured extraction beyond vector RAG.,2025-12-24
multimodal_and_generation,openai,https://github.com/opendatalab/MinerU,opendatalab/MinerU,GitHub,2025-08-01 (v2.1.10 noted),Open-source pipeline turning complex PDFs into LLM-ready Markdown/JSON with bbox fields and improved table parsing—strong option for doc ingestion.,2025-12-24
multimodal_and_generation,openai,https://github.com/sylphxltd/pdf-reader-mcp,SylphxAI/pdf-reader-mcp,GitHub,recent,"Production MCP server for PDF processing (parallel extraction, agent-friendly) to plug into tool-using LLM systems for document workflows.",2025-12-24
multimodal_and_generation,openai,https://github.com/Bessouat40/RAGLight,Bessouat40/RAGLight,GitHub,2025-10-13 (latest release shown),Modular RAG framework with MCP integration and flexible document ingestion (incl. PDFs); useful scaffolding for multimodal RAG prototypes.,2025-12-24
multimodal_and_generation,openai,https://nbrosse.github.io/posts/pdf-parsing/pdf-parsing.html,PDF Parsing for LLM Input,Nicolas’ Notebook (blog),2025-02-18,"Hands-on overview of PDF-to-LLM preprocessing tradeoffs (layout, OCR, segmentation) and references to key tools/papers for document pipelines.",2025-12-24
multimodal_and_generation,openai,https://arxiv.org/abs/2505.17471,FinRAGBench-V: A Benchmark for Multimodal RAG with Visual Citation in the Financial Domain,arXiv,2025-05-23,Benchmark for visual RAG over finance PDFs with visual citations and evaluation methods—targets grounding and traceability.,2025-12-24
multimodal_and_generation,openai,https://huggingface.co/datasets/zhaosuifeng/FinRAGBench-V,FinRAGBench-V dataset,Hugging Face Datasets,recent,Downloadable corpus + QA for building/benchmarking citation-grounded multimodal RAG over document page images (finance domain).,2025-12-24
multimodal_and_generation,openai,https://t2ragbench.demo.hcds.uni-hamburg.de/,T²-RAGBench,University of Hamburg (benchmark site),2025-05 (released),"Realistic benchmark for RAG over financial reports combining text and tables, emphasizing numerical reasoning and retrieval robustness.",2025-12-24
